timestamp,trip_id,route_id,lat,lon,bearing,speed_kmh,delay_sec,delay_min,on_time
2026-09-27T01:01:26+10:00,2643925,2507_120,-33.795108795166016,151.1818389892578,246.0,33.5,217,3.62,True
2026-09-27T01:01:26+10:00,2686138,2459_423,-33.87805938720703,151.20932006835938,185.0,0.0,98,1.63,True
2026-09-27T01:01:26+10:00,2434659,2509_390X,-33.92495346069336,151.22897338867188,123.0,38.5,-101,-1.68,False
2026-09-27T01:01:26+10:00,2287415,2459_433,-33.86627197265625,151.17420959472656,110.0,51.5,-14,-0.23,True
2026-09-27T01:01:26+10:00,2488384,2509_392,-33.92462921142578,151.22837829589844,173.0,24.8,323,5.38,False
2026-09-27T01:01:26+10:00,2288810,2459_428,-33.8967170715332,151.1525421142578,305.0,0.0,174,2.9,True
2026-09-27T01:01:26+10:00,2529723,7084_SW2,-33.909908294677734,151.17068481445312,228.0,0.0,911,15.18,False
2026-09-27T01:01:26+10:00,2356186,2509_339,-33.90028762817383,151.2228546142578,176.0,43.9,-60,-1.0,True
2026-09-27T01:01:26+10:00,2356822,2509_343,-33.909637451171875,151.2064971923828,203.0,0.4,233,3.88,True
2026-09-27T01:01:26+10:00,2139624,2509_396,-33.92522048950195,151.2293701171875,309.0,29.2,82,1.37,True
2026-09-27T01:01:26+10:00,2322358,2507_506,-33.8734016418457,151.2105712890625,102.0,0.0,0,0.0,True
2026-09-27T01:01:26+10:00,2636671,2459_504,-33.851287841796875,151.130126953125,99.0,43.6,-393,-6.55,False
2026-09-27T01:01:26+10:00,2683127,7083_SW1,-33.914058685302734,151.1660614013672,48.0,18.7,-161,-2.68,False
2026-09-27T01:01:26+10:00,2551662,2509_379,-33.88589859008789,151.27345275878906,216.0,0.0,24,0.4,True
2026-09-27T01:01:26+10:00,2137239,2509_396,-33.88034439086914,151.21653747558594,133.0,0.0,114,1.9,True
2026-09-27T01:01:26+10:00,2368376,2510_N10,-33.876220703125,151.21224975585938,187.0,41.4,19,0.32,True
2026-09-27T01:01:26+10:00,2368398,2510_N10,-33.87245178222656,151.2056884765625,347.0,0.0,177,2.95,True
2026-09-27T01:01:26+10:00,2089866,2508_BN1,-33.82994079589844,151.22723388671875,236.0,38.2,59,0.98,True
2026-09-27T01:01:26+10:00,2280909,7083_SW3,-33.90924072265625,151.15367126464844,299.0,36.7,-48,-0.8,True
2026-09-27T01:01:26+10:00,2532304,2509_324,-33.85588836669922,151.20684814453125,47.0,0.0,331,5.52,False
2026-09-27T01:01:26+10:00,2355920,2509_343,-33.863319396972656,151.21286010742188,133.0,3.6,8,0.13,True
2026-09-27T01:01:26+10:00,1904053,2459_461N,-33.87431335449219,151.20977783203125,187.0,0.0,36,0.6,True
2026-09-27T01:01:26+10:00,2377001,2508_144,-33.7982177734375,151.24534606933594,81.0,52.9,-95,-1.58,False
2026-09-27T01:01:26+10:00,2713999,2508_144,-33.81752014160156,151.2437286376953,159.0,61.9,90,1.5,True
2026-09-27T01:01:26+10:00,2558752,7083_SW1,-33.90743637084961,151.1288604736328,129.0,38.2,147,2.45,True
